mp_name,nature_membership,term_start_date,term_end_date,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note
Anand Kumar,Elected,09-06-2024,In Office,Baharaich,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"P.hD from Mahatma Gandhi Kashi Vidyapeeth, Varanasi, Uttar Pradesh in 2010 and M.B.A. from Allahabad University in 2000",50,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Akshay Yadav,Elected,09-06-2024,In Office,Firozabad,Uttar Pradesh,Samajwadi Party,Male,Graduate,BBA from Amity University Noida in 2008,37,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Ashok Kumar Rawat,Elected,09-06-2024,In Office,Misrikh,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,M.A. from Lucknow University in 1998,48,4.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Awadhesh Prasad,Elected,09-06-2024,In Office,Faizabad,Uttar Pradesh,Samajwadi Party,Male,Post Graduate and above,"M.A. from D.A.V. College, Kanpur in year 1966; L.L.B. from Lucknow University in year 1968",79,2.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Babu Singh Kushwaha,Elected,09-06-2024,In Office,Jaunpur,Uttar Pradesh,Samajwadi Party,Male,Upto Higher Secondary,"Intermediate, Brahma Vigyan Inter college, U.P. Board, Allahabad, 1989",58,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Chandan Chauhan,Elected,09-06-2024,In Office,Bijnor,Uttar Pradesh,Rashtriya Lok Dal,Male,Graduate,"B.A.L.L.B. from Sri Ram Law College, Muzaffarnagar, Chaudhary Charan Singh University, Meerut in year 2011",35,4.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Chhotelal,Elected,09-06-2024,In Office,Robertsganj,Uttar Pradesh,Samajwadi Party,Male,Upto Higher Secondary,"Class V, Primary School, Chakia, Chandauli, Uttar Pradesh, 1987",51,3.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Dimple Yadav,Elected,09-06-2024,In Office,Mainpuri,Uttar Pradesh,Samajwadi Party,Female,Graduate,B.Com from Lucknow University in 1998,46,2.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Jai Prakash,Elected,09-06-2024,In Office,Hardoi,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,Graduation from Lucknow University in 1980,66,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Jitendra Kumar Dohare,Elected,09-06-2024,In Office,Etawah,Uttar Pradesh,Samajwadi Party,Male,Upto Higher Secondary,"Intermediate from Secondary Education Council, Uttar Pradesh in year 1991",54,3.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Kishori Lal,Elected,09-06-2024,In Office,Amethi,Uttar Pradesh,Indian National Congress,Male,Graduate,"Bachelor of Arts (BA) from Punjab University, Chandigarh, in year 1982",63,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Krishna Devi Shivshankar Patel,Elected,09-06-2024,In Office,Banda,Uttar Pradesh,Samajwadi Party,Female,Upto Higher Secondary,"High School from B.B.S.H. School, Byonja, Secondary Education Council, U.P. in year 1991",53,2.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Mohibbullah,Elected,09-06-2024,In Office,Rampur,Uttar Pradesh,Samajwadi Party,Male,Post Graduate and above,"M.A. from Jamia Millia Islamia, New Delhi in year 2009",48,2.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Narayandas Ahirwar,Elected,09-06-2024,In Office,Jalaun,Uttar Pradesh,Samajwadi Party,Male,Graduate,"B.A. from Bundelkhand University, Jhansi in year 1984; LLB from Bundelkhand University, Jhansi in year 1999",64,4.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Naresh Chandra Uttam Patel,Elected,09-06-2024,In Office,Fatehpur,Uttar Pradesh,Samajwadi Party,Male,Post Graduate and above,"M.A. from P.P.N. Degree College, Kanpur University, Kanpur in year 1978",68,2.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Neeraj Maurya,Elected,09-06-2024,In Office,Aonla,Uttar Pradesh,Samajwadi Party,Male,Graduate,Law Graduate from Ram Manohar Lohia University in 2013-14,55,5.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Priya Saroj,Elected,09-06-2024,In Office,Machhlishahr,Uttar Pradesh,Samajwadi Party,Female,Graduate,"LL.B. from Amity University, Noida in 2022",25,2.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Pushpendra Saroj,Elected,09-06-2024,In Office,Kaushambi,Uttar Pradesh,Samajwadi Party,Male,Graduate,Degree in Accounting and Management from Queen Mary University of London in year 2019,25,5.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
R K Chaudhary,Elected,09-06-2024,In Office,Mohanlalganj,Uttar Pradesh,Samajwadi Party,Male,Graduate,"B.A. from Panchayat College, Bargarh; LLB from Bargarh Law College, Bargarh, Odisha",73,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Rahul Gandhi,Elected,09-06-2024,In Office,Rae Bareli,Uttar Pradesh,Indian National Congress,Male,Post Graduate and above,"M.Phil (Development Studies) from Trinity College, University of Cambridge, in year 1995",54,4.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Ram Prasad Chaudhary,Elected,09-06-2024,In Office,Basti,Uttar Pradesh,Samajwadi Party,Male,Upto Higher Secondary,Diploma from Rajkiya Polytechnic Basti in 1978,70,2.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Rambhual Nishad,Elected,09-06-2024,In Office,Sultanpur,Uttar Pradesh,Samajwadi Party,Male,Graduate,"BA, National Degree College, Barhalganj Gorakhpur, 1984",64,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Ramesh Awasthi,Elected,09-06-2024,In Office,Kanpur,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.Phil (Sociology), Vinayaka Missions University, Salem, Tamil Nadu in 2007",56,3.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Mala Rajya Laxmi Shah,Elected,09-06-2024,In Office,Tehri Garhwal,Uttarakhand,Bharatiya Janata Party,Female,Upto Higher Secondary,"12th Passed from Ratna Rajya Laxmi College, Kathmandu, Nepal in year 1971",73,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Abhijit Gangopadhyay,Elected,09-06-2024,In Office,Tamluk,West Bengal,Bharatiya Janata Party,Male,Graduate,"LLB, University College of Law, Calcutta University, 1991",61,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Abu Taher Khan,Elected,09-06-2024,In Office,Murshidabad,West Bengal,All India Trinamool Congress,Male,Upto Higher Secondary,Madhyamik Pass from West Bengal Board of Secondary Education in 1980,59,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Asit Kumar Mal,Elected,09-06-2024,In Office,Bolpur,West Bengal,All India Trinamool Congress,Male,Upto Higher Secondary,School Final from Margram High School in year 1973 (W.B.B.S.E),69,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Bapi Haldar,Elected,09-06-2024,In Office,Mathurapur,West Bengal,All India Trinamool Congress,Male,Graduate,"BA, Calcutta University, 2008",37,3.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Isha Khan Choudhury,Elected,09-06-2024,In Office,Maldaha Dakshin,West Bengal,Indian National Congress,Male,Graduate,B.A. from York University in year 1996,53,2.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Jagadish Chandra Barma Basunia,Elected,09-06-2024,In Office,Coochbehar,West Bengal,All India Trinamool Congress,Male,Graduate,"Bachelor of Arts from Dinhata College, University of North Bengal, 1983",60,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
June Maliah,Elected,09-06-2024,In Office,Medinipur,West Bengal,All India Trinamool Congress,Female,Upto Higher Secondary,"Secondary School Examination under Central Board of Secondary Education (CBSE), Open School, 1988",54,4.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Kakoli Ghosh Dastidar,Elected,09-06-2024,In Office,Barasat,West Bengal,All India Trinamool Congress,Female,Graduate,"MBBS, RG Kar Medical College and Hospital, Kolkata, 1984; PG Training in Advance Ultra Sound, King's College Hospital Medical School, London, UK, 1987",64,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Kalipada Saren Kherwal,Elected,09-06-2024,In Office,Jhargram,West Bengal,All India Trinamool Congress,Male,Post Graduate and above,"MA, Rabindra Bharati University, 1984",66,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Adhikari Soumendu,Elected,09-06-2024,In Office,Kanthi,West Bengal,Bharatiya Janata Party,Male,Post Graduate and above,"MA(English), Vidyasagar University, 2010",41,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Bag Mitali,Elected,09-06-2024,In Office,Arambagh,West Bengal,All India Trinamool Congress,Female,Post Graduate and above,"B.Ed from Vidyasagar University in the year 2011, M.A. from Burdwan University in the year 2001",47,3.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Pathan Yusuf,Elected,09-06-2024,In Office,Baharampur,West Bengal,All India Trinamool Congress,Male,Upto Higher Secondary,"11th Pass from MES High School, Nagarwada, Vadodara, Gujarat",39,2.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Rachna Banerjee,Elected,09-06-2024,In Office,Hooghly,West Bengal,All India Trinamool Congress,Female,Upto Higher Secondary,"Higher Secondary, West Bengal Council for Higher Secondary Education (1992)",51,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Satabdi Roy,Elected,09-06-2024,In Office,Birbhum,West Bengal,All India Trinamool Congress,Female,Graduate,B.A. from Jogmaya Devi College under Kolkata University in year 1992,54,3.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Sharmila Sarkar,Elected,09-06-2024,In Office,Bardhaman Purba,West Bengal,All India Trinamool Congress,Female,Post Graduate and above,"M.D. (Psychiatry) from The West Bengal University of Health Sciences, West Benal in year 2008",45,3.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Sudip Bandyopadhyay,Elected,09-06-2024,In Office,Kolkata Uttar,West Bengal,All India Trinamool Congress,Male,Graduate,"BSc, Calcutta University, 1970",75,3.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Manoj Tigga,Elected,09-06-2024,In Office,Alipurduars,West Bengal,Bharatiya Janata Party,Male,Graduate,"B.Sc. (Bio) from A.C. College, Jalpaiguri, North Bengal University in year 1996",52,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Bansuri Swaraj,Elected,09-06-2024,In Office,New Delhi,Delhi,Bharatiya Janata Party,Female,Post Graduate and above,"Master of Studies, St Catherine's College, University of Oxford, UK, 2009",40,3.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Praveen Khandelwal,Elected,09-06-2024,In Office,Chandni Chowk,Delhi,Bharatiya Janata Party,Male,Graduate,"BA, Ramjas College, Delhi, 1983; LLB, Delhi University, 1986",63,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Muhammed Hamdullah Sayeed,Elected,09-06-2024,In Office,Lakshadweep,Lakshadweep,Indian National Congress,Male,Graduate,"B.S.L, L.L.B. from Indian Law Society Law College, Pune, in year 2005",42,1.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Devesh Chandra Thakur,Elected,09-06-2024,In Office,Sitamarhi,Bihar,Janata Dal (United),Male,Graduate,"L.L.B. from I.L.S Pune, Pune University, Maharashtra (1976)",71,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Kali Charan Singh,Elected,09-06-2024,In Office,Chatra,Jharkhand,Bharatiya Janata Party,Male,Graduate,B.Sc. from Ranchi University in year 1981,62,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Tangella Uday Srinivas,Elected,09-06-2024,In Office,Kakinada,Andhra Pradesh,Jana Sena Party,Male,Upto Higher Secondary,"Intermediate Passed Year 2003, Board of Intermediate Education Andhra Pradesh",39,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Ranjit Dutta,Elected,09-06-2024,In Office,Sonitpur,Assam,Bharatiya Janata Party,Male,Upto Higher Secondary,"Pre University Examination Passed from Darrang College, Tezpur, Gauhati University in year 1974-75",67,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Misha Bharti,Elected,09-06-2024,In Office,Patliputra,Bihar,Rashtriya Janata Dal,Female,Graduate,"MBBS, Patna Medical College, Patna University, 2000",48,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Ravi Shankar Prasad,Elected,09-06-2024,In Office,Patna Sahib,Bihar,Bharatiya Janata Party,Male,Graduate,"LLB, Patna Law College, Patna University, 1979; MA, Patna College, Patna University, 1976; BA (Pol. Sc. and Hon.), Patna College, Patna University, 1974",69,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Surendra Prasad Yadav,Elected,09-06-2024,In Office,Jahanabad,Bihar,Rashtriya Janata Dal,Male,Post Graduate and above,"Post Graduation, Magadh University, 1992",65,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Vijaylakshmi Devi,Elected,09-06-2024,In Office,Siwan,Bihar,Janata Dal (United),Female,Upto Higher Secondary,Literate,61,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Bhojraj Nag,Elected,09-06-2024,In Office,Kanker,Chhattisgarh,Bharatiya Janata Party,Male,Upto Higher Secondary,"9th Passed from Govt. Higher Secondary School, Antagarh in year 1986",52,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Bharatbhai Manubhai Sutariya,Elected,09-06-2024,In Office,Amreli,Gujarat,Bharatiya Janata Party,Male,Upto Higher Secondary,10th Passed in 2012,55,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Bharatsinhji Shankarji Dabhi,Elected,09-06-2024,In Office,Patan,Gujarat,Bharatiya Janata Party,Male,Graduate,B.A. from Gujarat University in 1977,69,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Dineshbhai Makwana,Elected,09-06-2024,In Office,Ahmedabad West,Gujarat,Bharatiya Janata Party,Male,Graduate,"LLB from Motilal Nehru Law College, Gujarat University in year 1994",54,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Jashubhai Bhilubhai Rathva,Elected,09-06-2024,In Office,Chhota Udaipur,Gujarat,Bharatiya Janata Party,Male,Graduate,B.A. from Gujarat University in 1991,53,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Shobhanaben Mahendrasinh Baraiya,Elected,09-06-2024,In Office,Sabarkantha,Gujarat,Bharatiya Janata Party,Female,Upto Higher Secondary,12th Pass from Gujarat Secondary Education Board in 1994,51,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Jai Parkash,Elected,09-06-2024,In Office,Hisar,Haryana,Indian National Congress,Male,Upto Higher Secondary,"B.A. (Part-II) from Dayal Singh College, Karnal in year 1974",69,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Abdul Rashid Sheikh,Elected,09-06-2024,In Office,Baramulla,Jammu And Kashmir,Independent,Male,Graduate,"BSc. Medical, Diploma (Civil Engineering), KGP Gogji Bagh, Srinagar",56,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
E Tukaram,Elected,09-06-2024,In Office,Bellary,Karnataka,Indian National Congress,Male,Post Graduate and above,"M. Com, Gulbarga University in 1992",57,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
Gaddigoudar Parvatagouda Chandanagouda,Elected,09-06-2024,In Office,Bagalkot,Karnataka,Bharatiya Janata Party,Male,Graduate,"LLB from Raja Lakhamagouda Law College, Belgaum in 1975, B.A. from Basaveshwara Kala University Bagalkot in 1972",73,0.0,0.0,0.0,, Data corresponds to the period from 24-06-2024 to 09-08-2024. (Attendance not available)
